species,cat_island,variation,polymorphism,WSC_ISO3,points_gbif,n_points,area_polygon,area_countries_wsc,lat_range,lat_range_wsc,cat_island_points,wsc,bin_island,centroid_lon,centroid_lat,eco_reg_points,eco_reg_polygon,temp_zones_points,temp_zones_polygon,bole_female,bole_male,source
Meta_ovalis,NA,NA,NA,NA,253,NA,NA,,NA,,NA,NA,NA,-82.38977162,42.60958556,,,,,,,
Metazygia_wittfeldae,continent,no,no,"North America, Central America",170,50,1092686.055,21875348.71,20.387093,52.05850925,continent,"north america,central america",0,-91.36513023,17.65526965,10,37,5,10,8,5.8,"Levi, H. W. (1977a). The American orb-weaver genera Cyclosa, Metazygia and Eustala north of Mexico (Araneae, Araneidae). Bulletin of the Museum of Comparative Zoology 148: 61-127. download pdf"
Metellina_segmentata,NA,NA,NA,NA,9107,NA,NA,,NA,,NA,NA,NA,20.67475131,53.0889043,,,,,,,
Metepeira_21,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Micrathena_crassa,continent,yes,yes,"Costa Rica, Panama, South America",0,43,2196151.484,20315045.4,37.539376,84.04525912,continent,"Costa Rica, Panama, South America",0,-72.93081457,-7.343220955,8,45,7,8,,,
Micrathena_gracilis,continent,no,no,"North, Central America",5452,429,1396381.543,2475270.804,16.452633,15.42247657,continent,"north,central america",0,-97.0558993,19.5666676,37,44,10,16,10.8,5.1,"Levi, H. W. (1978a). The American orb-weaver genera Colphepeira, Micrathena and Gasteracantha north of Mexico (Araneae, Araneidae). Bulletin of the Museum of Comparative Zoology 148: 417-442."
Micrathena_lucasi,continent,yes,yes,"Mexico, Central America, Colombia, Venezuela, Brazil",0,140,1244091.65,12991659.12,17.136088,34.78069863,continent,"Mexico, Central America, Colombia, Venezuela, Brazil",0,-69.23810914,10.2131246,19,54,7,13,6.8,4.8,"Levi, H. W. (1985a). The spiny orb-weaver genera Micrathena and Chaetacis (Araneae: Araneidae). Bulletin of the Museum of Comparative Zoology 150: 429-618"
Micrathena_militaris,island,no,no,Greater Antilles,26,15,41933.86378,205278.2182,1.636021,3.458817857,island,greater antilles,1,-70.03502304,18.8144571,4,6,5,8,8.1,5.4,"Levi, H. W. (1985a). The spiny orb-weaver genera Micrathena and Chaetacis (Araneae: Araneidae). Bulletin of the Museum of Comparative Zoology 150: 429-618."
Micrathena_plana,island_continent,yes,yes,"Virgin Is., South America",0,177,11561014.38,20315045.4,39.282838,84.04525912,island_continent,"Virgin Is., South America",1,-57.48889543,-12.2473937,27,73,7,18,6.1,5.4,"Levi, H. W. (1985a). The spiny orb-weaver genera Micrathena and Chaetacis (Araneae: Araneidae). Bulletin of the Museum of Comparative Zoology 150: 429-618"
Micrathena_sagittata,island_continent,no,no,"North America, Central America",2029,1235,5206958.698,21875348.71,34.773152,52.05850925,island_continent,"north america,central america",1,-90.73148259,31.56417582,44,79,9,19,9.4,5.5,"Levi, H. W. (1985a). The spiny orb-weaver genera Micrathena and Chaetacis (Araneae: Araneidae). Bulletin of the Museum of Comparative Zoology 150: 429-618"
Moneta_sp,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Neoscona_crucifera,island_continent,yes,no,North America,5500,2722,7739822.947,21357404.83,31.226922,52.05850925,island_continent,north america,1,-97.5170983,35.82430966,46,83,13,24,13.58,12.11,"Dondale, C. D., Redner, J. H., Paquin, P. & Levi, H. W. (2003). The insects and arachnids of Canada. Part 23. The orb-weaving spiders of Canada and Alaska (Araneae: Uloboridae, Tetragnathidae, Araneidae, Theridiosomatidae). NRC Research Press, Ottawa, 371 pp"
Neoscona_domiciliorum,island_continent,no,no,USA,1274,752,2793914.357,9462727.54,16.93595,41.07063035,island_continent,usa,1,-88.02145427,35.91994031,22,29,7,10,16.2,9,"Berman, J. D. & Levi, H. W. (1971). The orb weaver genus Neoscona in North America (Araneae: Araneidae). Bulletin of the Museum of Comparative Zoology 141: 465-500."
Neoscona_mellotteei,island_continent,no,no,"China, Korea, Taiwan, Japan",184,18,359700.17,10002377.84,10.573518,18.0352402,island_continent,"china,korea,taiwan,japan",1,127.9819345,35.51603515,5,11,2,9,10,,"Baba, Y. G. & Tanikawa, A. (2015). The handbook of spiders. Bun-ichi Sogo Shuppan, Tokyo, 112 pp"
Neoscona_mukerjei,continent,yes,yes,"Pakistan, India, Bangladesh",20,12,939099.5368,4162997.149,16.163667,12.47897777,continent,"pakistan,india,bangladesh",0,NA,NA,9,14,3,9,9.5,8,"Biswas, V. & Raychaudhuri, D. (2013c). Orb-weaving spiders of Bangladesh: genus Neoscona Simon (Araneae: Araneidae). Records of the Zoological Survey of India 113(2): 169-188"
Neoscona_punctigera,island_continent,yes,yes,"Reunion, India, Myanmar, China, Korea, Japan, Indonesia, Philippines, New Guinea, Australia",252,22,542384.4805,24128087.4,14.522091,65.74546175,island_continent,"reunion,india,myanmar,china,korea,japan,indonesia,philippines,new guinea,australia",1,119.3214458,28.62196704,5,9,3,7,16,,"Baba, Y. G. & Tanikawa, A. (2015). The handbook of spiders. Bun-ichi Sogo Shuppan, Tokyo, 112 pp"
Neoscona_scylla,island_continent,yes,yes,"Russia, Pakistan, China, Korea, Japan",555,32,457111.4751,27796595.93,17.020686,39.52467199,island_continent,"russia,pakistan,china,korea,japan",1,138.2203472,36.5195756,4,11,4,10,16,,"Baba, Y. G. & Tanikawa, A. (2015). The handbook of spiders. Bun-ichi Sogo Shuppan, Tokyo, 112 pp"
Neoscona_subfusca,island_continent,yes,yes,"Southern Europe, Africa, Turkey, Middle East, Ukraine, Caucasus, Russia, Tanzania, Equatorial Guinea",2402,1049,28577205.7,55587066.07,82.870434,91.2410869,island_continent,"southern europe,africa,turkey,middle east,ukraine,caucasus,russia,tanzania,equatorial guinea",1,20.10539769,11.99234104,36,143,14,21,11.2,6.2,https://araneae.nmbe.ch/data/1364/Neoscona_subfusca
Neoscona_subpullata,NA,yes,yes,"China, Korea, Japan",173,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Neoscona_theisi,island_continent,no,no,"Cyprus, Israel, Caucasus, Iran, Pakistan, India, Nepal, Philippines, China to Indonesia, Japan, Australia., , Vietnam, New Caledonia, West, Central, East Africa, Mozambique, South Africa, Eswatini, Yemen, New Guinea",1083,26,3974737.189,32590757.47,60.374107,71.17805022,continent,"cyprus,israel,caucasus,iran,pakistan,india,nepal,philippines,china,indonesia,japan,australia.,,vietnam,new caledonia,west,central,east africa,mozambique,south africa,eswatini,yemen,new guinea",1,NA,NA,17,60,5,9,10,7,"Namkung, J. (2002). The spiders of Korea. Kyo-Hak Publishing Co., Seoul, 648 pp. [2001 in the book, but publ. in 2002 per Platnick"
Neospintharus_trigonum,island_continent,no,no,"USA, Canada",819,125,3390300.343,19400077.9,18.715502,52.05850925,island_continent,"usa,canada",1,-82.18410065,41.14501222,15,28,3,5,4.2,2.5,"Exline, H. & Levi, H. W. (1962). American spiders of the genus Argyrodes (Araneae, Theridiidae). Bulletin of the Museum of Comparative Zoology 127: 75-204"
Neottiura_bimaculata,island_continent,no,no,"North America, Russia, Kazakhstan, Iran, Central Asia, China, Japan, Spain, France, Italy",6404,1369,6118771,55744468.56,22.243658,55.78063288,island_continent,"north america,russia,kazakhstan,iran,central asia,china,japan,spain,france,italy",1,-82.18410065,41.14501222,16,64,8,2,3.5,2.5,https://araneae.nmbe.ch/data/56/Neottiura_bimaculata
Nephila_pilipes,island_continent,yes,yes,"India, China, Vietnam, Philippines, Australia",0,4282,17310103.16,20840310.77,68.286982,62.19191331,island_continent,"India, China, Vietnam, Philippines, Australia",1,113.5915506,-0.641795359,59,173,12,24,37.5,4.1,"Harvey, M. S., Austin, A. D. & Adams, M. (2007). The systematics and biology of the spider genus Nephila (Araneae: Nephilidae) in the Australasian region. Invertebrate Systematics 21(5): 407-451."
Nephila_vitiana,island,yes,yes,"Indonesia, Fiji, Tonga",0,32,64875.26694,1913408.892,-3.306519,-20.98065077,island,"Indonesia, Fiji, Tonga",1,113.5586627,-8.04277245,6,6,4,8,41,,"Merian, P. (1911). Die Spinnenfauna von Celebes. Beiträge zur Tiergeographie im Indoaustralischen Archipel. Zoologische Jahrbücher, Abteilung für Systematik, Geographie und Biologie der Tiere 31: 165-354."
Nephilengys_malabarensis,island_continent,no,no,"India, China, South Asia, Southeast Asia, Philippines, Indonesia, Japan",376,148,3002301.034,20863012.59,27.825253,45.45150832,island_continent,"india,china,south asia,southeast asia,philippines,indonesia,japan",1,114.7849604,1.41931005,29,65,4,11,15.4,4.4,"Kuntner, M. (2007). A monograph of Nephilengys, the pantropical 'hermit spiders' (Araneae, Nephilidae, Nephilinae). Systematic Entomology 32(1): 95-135"
Nephilingis_livida,island,yes,yes,"Madagascar, Comoros, Mayotte, Seychelles",0,81,442810.3831,595071.5354,-13.550835,-14.71496446,island,"Madagascar, Comoros, Mayotte, Seychelles",1,47.04596412,-18.5477685,7,8,7,9,23.6,3.5,"Kuntner, M. & Agnarsson, I. (2011). Biogeography and diversification of hermit spiders on Indian Ocean islands (Nephilidae: Nephilengys). Molecular Phylogenetics and Evolution 59(2): 477-488"
Neriene,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Nesticodes_rufipes,island_continent,no,no,Central and South America,1302,489,17943581.04,25624625.68,64.979085,84.04525912,island_continent,"central,south america",1,-62.84945866,-8.749203916,68,171,12,16,7.63,NA,"Sekhar, R. & Sunil Jose, K. (2017). New distributional records of Nesticodes rufipes (Lucas, 1846) in India. Munis Entomology and Zoology 12(2): 478-480"
Novakiella_trituberculosa,island_continent,no,no,"Australia, New Zealand",111,33,983217.1974,7959749.401,14.851715,57.43007084,island_continent,"australia,new zealand",1,148.9719384,-34.33673688,8,16,5,12,9,5.3,"Framenau, V. W., Vink, C. J., Scharff, N., Baptista, R. L. C. & Castanheira, P. de S. (2021a). Review of the Australian and New Zealand orb-weaving spider genus Novakiella (Araneae, Araneidae). Zoosystematics and Evolution 97(2): 393-405."
Nuctenea_umbratica,island_continent,no,no,"Europe, Azerbaijan, Iran",12998,9842,6687827.87,27765477.57,31.751264,82.10629988,island_continent,"europe,azerbaijan,iran",1,20.49470762,50.45587554,40,51,12,14,16,9,https://araneae.nmbe.ch/data/1322/Nuctenea_umbratica
Ocrepeira_ectypa,continent,no,no,USA,21,2,0,9462727.54,5.253968,41.07063035,continent,usa,0,-94.679482,39.195453,2,8,2,2,9.4,7.2,"Levi, H. W. (1976). The orb-weaver genera Verrucosa, Acanthepeira, Wagneriana, Acacesia, Wixia, Scoloderus and Alpaida north of Mexico. Bulletin of the Museum of Comparative Zoology 147: 351-391."
Ohlertidion_ohlerti,continent,no,no,North America,842,25,321338.4309,21357404.83,8.53148,52.05850925,continent,north america,0,-151.0766472,65.10569684,5,8,2,6,3.6,3.5,https://araneae.nmbe.ch/data/928/Ohlertidion_ohlerti
Paidiscura_pallens,island_continent,yes,yes,"Europe, Georgia, Russia, South Siberia",5167,2874,2797369.058,26139333.12,29.481408,56.85398309,island_continent,"europe,georgia,russia,south siberia",1,9.130994074,52.18079418,21,28,6,14,2,1.5,https://araneae.nmbe.ch/data/919/Paidiscura_pallens
Paralarinia_199,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Paraplectana_tsushimensis,island_continent,no,no,"China, Taiwan, Japan",21,4,5768.419071,9781823.774,2.256998,14.5109033,island_continent,"china,taiwan,japan",1,120.8589241,24.47138815,2,2,2,4,10,,"Tanikawa, A. (2009). Hersiliidae. Nephilidae, Tetragnathidae, Araneidae. In: Ono, H. (ed.) The spiders of Japan with keys to the families and genera and illustrations of the species. Tokai University Press, Kanagawa, pp. 149, 403-463"
Paraplectanoides_crassipes,island_continent,no,no,Australia,30,5,1827739.647,7691990.893,17.4624,39.01717104,island_continent,australia,1,140.4196586,-32.67358781,3,23,3,12,12.3,2,"Hickman, V. V. (1976). On Paraplectanoides crassipes Keyserling (Araneae: Araneidae). Bulletin of the British Arachnological Society 3(6, for 1975): 166-174"
Parasteatoda_tabulata,continent,no,no,Tropical Asia,573,1,0,30166673.63,0,56.95997934,continent,tropical asia,0,121.441108,28.598415,1,1,1,1,4.6,2.9,https://araneae.nmbe.ch/data/1167/Parasteatoda_tabulata
Parawixia_dehaani,island_continent,NA,NA,"India, Southeast Asia, Philippines, Indonesia, New Guinea",388,94,3056131.082,8054540.977,28.712401,44.19518295,island_continent,"india,southeast asia,philippines,indonesia,new guinea",1,113.7231298,1.7418026,23,67,4,11,23,NA,"Biswas, V. & Raychaudhuri, D. (2017a). A new record of the orb-weaving spider genus Parawixia F.O. Pickard-Cambridge, 1904 from Bangladesh (Araneae: Araneidae). Serket 15(3): 113-118"
Parawixia_kochi,NA,NA,NA,"Trinidad and Tobago, Brazil, Guyana, French Guiana",143,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Parmatergus_116,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Pasilobus_122,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Perilla_teres,NA,no,no,"Myanmar, Vietnam, Malaysia",10,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Pholcomma_hirsutum,continent,no,no,USA,181,2,0,9462727.54,2.636063,41.07063035,continent,usa,0,-81.13115,37.523378,1,1,1,3,1.6,,"Levi, H. W. (1957d). The North American spider genera Paratheridula, Tekellina, Pholcomma and Archerius (Araneae: Theridiidae). Transactions of the American Microscopical Society 76(2): 105-115"
Phonognatha_graeffei,island_continent,no,no,Australia,1373,564,4008211.329,7691990.893,25.857526,39.01717104,island_continent,australia,1,140.44054,-29.27954482,17,30,8,17,8.61,7.86,"Kallal, R. J. & Hormiga, G. (2018b). Systematics, phylogeny and biogeography of the Australasian leaf-curling orb-weaving spiders (Araneae: Araneidae: Zygiellinae), with a comparative analysis of retreat evolution. Zoological Journal of the Linnean Society 184(4): 1055-1141."
Phoroncidia_americana,continent,no,no,"USA, Jamaica",82,7,37317.85197,9473753.601,5.96277,41.07063035,continent,"usa,jamaica",0,-76.54844214,37.18453384,2,5,3,3,2,2,"Paquin, P. & Dupérré, N. (2003). Guide d'identification des araignées de Québec. Fabreries, Supplement 11: 1-251."
Phoroncidia_sextuberculata,continent,yes,yes,Australia,0,31,629022.1684,7691990.893,-11.020231,39.01717104,continent,Australia,0,146.9012231,-33.09540214,3,7,4,9,,,
Phoroncidia_sp,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Phycosoma_mustelinum,island_continent,no,no,"Russia, Japan, Indonesia",794,NA,NA,,NA,,NA,NA,1,NA,NA,,,,,,,
Phylloneta_impressa,island_continent,no,no,"North America, Russia, Europe, Kazakhstan, Iran, Central Asia, China, India",3862,2244,7188892.171,66261309.92,26.71043,68.87868535,island_continent,"north america,russia,europe,kazakhstan,iran,central asia,china,india",1,-38.63936969,78.43957765,23,64,11,1,5.5,5.5,https://araneae.nmbe.ch/data/560/Phylloneta_impressa
Phylloneta_pictipes,island_continent,no,no,USA,74,32,286782.6038,9462727.54,4.916605,41.07063035,island_continent,usa,1,-82.80921452,36.34205496,6,7,1,4,5,3.5,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124."
Pimoa_121,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Platnickina_alabamensis,continent,no,no,USA,15,1,0,9462727.54,0,41.07063035,continent,usa,0,-94.079927,46.893075,1,1,1,1,3.7,2.5,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124."
Platnickina_mneon,continent,no,no,South America,74,7,577137.6519,20315045.4,18.829216,84.04525912,continent,south america,0,-58.61444774,-32.92032412,4,13,3,15,2.5,,"Bösenberg, W. & Strand, E. (1906). Japanische Spinnen. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 30: 93-422"
Platnickina_punctosparsa,continent,no,no,USA,5,1,0,9462727.54,0,41.07063035,continent,usa,0,-70.905814,42.512454,1,1,1,1,3.9,2.5,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124"
Plebs_astridae,island,yes,yes,"China, Taiwan, Korea, Japan",0,7,9671.407019,,11.366883,,island,"China, Taiwan, Korea, Japan",1,135.8622698,33.7845746,1,1,2,,,,
Plebs_bradleyi,island_continent,yes,yes,"Australia, Tasmania",967,423,495754.3637,8512450.039,14.63546,59.16989275,island_continent,"australia,tasmania",1,147.6246006,-35.70894971,8,10,8,10,13.25,6.08,"Joseph, M. M. & Framenau, V. W. (2012). Systematic review of a new orb-weaving spider genus (Araneae: Araneidae), with special reference to the Australasian-Pacific and South-East Asian fauna. Zoological Journal of the Linnean Society 166(2): 279-341"
Plebs_cyphoxis,continent,yes,no,Australia,446,49,256890.2067,7691990.893,5.228444,39.01717104,continent,australia,0,118.8341096,-32.81903841,6,7,3,6,8.13,4.55,"Joseph, M. M. & Framenau, V. W. (2012). Systematic review of a new orb-weaving spider genus (Araneae: Araneidae), with special reference to the Australasian-Pacific and South-East Asian fauna. Zoological Journal of the Linnean Society 166(2): 279-341"
Plebs_sachalinensis,island_continent,yes,yes,"Russia, China, Korea, Japan",0,5,36341.54926,26923717,5.747909,39.52467199,island_continent,"Russia, China, Korea, Japan",1,134.5142988,43.82527155,2,3,3,7,,,
Poecilopachys_australasia,continent,no,no,Australia,718,179,1171554.229,7691990.893,21.55674,39.01717104,continent,australia,0,148.6653239,-28.82886385,4,10,4,15,7,2.3,http://www.findaspider.org.au/find/spiders/133.htm
Poltys_illepidus,continent,no,no,"Thailand, Southeast Asia, Australia",209,58,1495553.42,12128687.12,11.71667,46.78898399,continent,"thailand,southeast asia,australia",0,138.6796503,-18.7005683,7,11,5,11,16,3,"Tanikawa, A. (2009). Hersiliidae. Nephilidae, Tetragnathidae, Araneidae. In: Ono, H. (ed.) The spiders of Japan with keys to the families and genera and illustrations of the species. Tokai University Press, Kanagawa, pp. 149, 403-463"
Poltys_laciniosus,continent,no,no,Australia,174,114,5852128.574,7691990.893,23.538052,39.01717104,continent,australia,0,135.388676,-26.36506188,14,30,10,15,13.19,2.56,"Smith, H. M. (2006b). A revision of the genus Poltys in Australasia (Araneae: Araneidae). Records of the Australian Museum 58: 43-96."
Pycnacantha_fuscosa,NA,no,no,Madagascar,2,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Quokkaraneus_necopinus,NA,no,no,Australia,3,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Rhomphaea_metaltissima,continent,no,no,"Panama, Colombia, Brazil",12,2,0,9679258.871,0,19.35822206,continent,"panama,colombia,brazil",0,-48.135347,-10.452836,1,1,1,1,4.3,,"Exline, H. & Levi, H. W. (1962). American spiders of the genus Argyrodes (Araneae, Theridiidae). Bulletin of the Museum of Comparative Zoology 127: 75-204"
Robertus_lividus,island_continent,no,no,"USA, Russia, Europe, Iran",10493,3739,5905030.938,37224197.56,28.678485,68.87868535,island_continent,"usa,russia,europe,iran",1,40.4937141,56.7347862,23,29,9,2,4.5,4,https://araneae.nmbe.ch/data/737/Robertus_lividus
Robertus_neglectus,island_continent,no,no,Europe,942,499,4005708.383,26139333.12,26.243638,56.85398309,island_continent,europe,1,36.92562199,55.95505765,14,24,7,13,2.5,2.5,https://araneae.nmbe.ch/data/815/Robertus_neglectus
Rubrepeira_rubronigra,continent,yes,yes,"Central America, South America",28,10,35526.8625,20315045.4,3.234712,84.04525912,continent,"central america,south america",0,-77.25189481,-1.503256094,2,2,1,2,21.6,,"Galvis, W., Flórez-Daza, E. & Pinzon, J. (2018). New records of the rare orb-weaving spider Rubrepeira rubronigra from Colombia, with notes on its natural history (Araneae: Araneidae). Revista Ibérica de Aracnología 32: 139-141"
Rugathodes_aurantius,continent,no,no,North America,751,31,79041.33218,21357404.83,6.05033,52.05850925,continent,north america,0,-150.2099584,63.53461332,3,6,2,5,2.4,,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124"
Rugathodes_sexpunctatus,island_continent,no,no,USA,1570,398,4041608,9462727.54,18.142738,41.07063035,island_continent,usa,1,-150.2099584,63.53461332,6,35,6,15,2.6,2.4,"Davidson, M. B. & Merrett, P. (2014). Rugathodes sexpunctatus (Emerton, 1882) in Britain (Araneae:Theridiidae). Arachnology 16(4): 113-116"
Rugathodes_sp,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Salsa_recherchensis,continent,no,no,Australia,39,5,62350.26194,7691990.893,2.792758,39.01717104,continent,australia,0,NA,NA,3,4,3,3,10,,"Framenau, V. W. & Castanheira, P. de S. (2022c). Revision of the new Australasian orb-weaving spider genus Salsa (Araneae, Araneidae). ZooKeys 1102: 107-148"
Sardinidion_blackwalli,island_continent,no,no,Europe,593,328,1967530.188,26139333.12,22.229249,56.85398309,island_continent,europe,1,5.995056482,48.44835441,15,25,5,15,3,3,https://araneae.nmbe.ch/data/88/Sardinidion_blackwalli
Scoloderus_cordatus,continent,yes,no,"Mexico, central america,South America,",68,2,0,1957326.927,0,0,continent,"mexico,central america,south america,",0,NA,NA,1,1,1,1,3.6,2.3,"Traw, M. B. (1996). A revision of the Neotropical orb-weaving spider genus Scoloderus (Araneae: Araneidae). Psyche, Cambridge 102(1-2, 1995): 49-72"
Selkirkiella_alboguttata,island_continent,yes,yes,Chile,0,NA,NA,,NA,,NA,NA,1,NA,NA,,,,,,,
Selkirkiella_luisi,island_continent,yes,yes,Chile,0,NA,NA,,NA,,NA,NA,1,NA,NA,,,,,,,
Singa_nitidula,continent,no,no,"Europe, Turkey, Russia, Europe, Caucasus to Central Asia",633,410,6099369.671,30759673.69,21.245102,82.10629988,continent,"europe,turkey,russia,caucasus,central asia",0,29.02928304,52.83485945,14,34,7,9,6.5,4.5,https://araneae.nmbe.ch/data/879/Singa_nitidula
Socca_pustulosa,island_continent,yes,yes,"Australia, New Zealand",491,41,605887.8685,7959749.401,10.638503,57.43007084,island_continent,"australia,new zealand",1,NA,NA,9,17,6,12,9.5,7.2,"Framenau, V. W., Castanheira, P. de S. & Vink, C. J. (2022). Taxonomy and systematics of the new Australo-Pacific orb-weaving spider genus Socca (Araneae: Araneidae). New Zealand Journal of Zoology 49(4): 263-334"
Socca_senicaudatus,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Spilasma_duodecimguttata,continent,yes,yes,"Central America, South America",85,7,2862376.861,20315045.4,18.77393,84.04525912,continent,"central america,south america",0,-67.32893117,2.821490786,5,54,2,5,7,3.6,"Levi, H. W. (1995b). Orb-weaving spiders Actinosoma, Spilasma, Micrepeira, Pronous, and four new genera (Araneae: Araneidae). Bulletin of the Museum of Comparative Zoology 154: 153-213."
Spintharus_flavidus,island_continent,no,no,USA,303,97,1244027.9,9462727.54,16.831174,41.07063035,island_continent,usa,1,-81.76440788,34.99682601,10,16,5,7,4.62,3.94,"Agnarsson, I., Van Patten, C., Sargeant, L., Chomitz, B., Dziki, A. & Binford, G. J. (2018). A radiation of the ornate Caribbean ‘smiley-faced spiders’, with descriptions of 15 new species (Araneae: Theridiidae, Spintharus). Zoological Journal of the Linnean Society 182(4): 758-790"
Steatoda_bipunctata,island_continent,no,no,"Europe, Israel, Caucasus, Russia, Kazakhstan, Iran, Central, Asia, China.,",6728,4043,9826197.872,61615587.03,28.627585,83.56332948,island_continent,"europe,israel,caucasus,russia,kazakhstan,iran,central,asia,china.,",1,34.44405593,56.64809204,25,43,8,5,7,5.5,https://araneae.nmbe.ch/data/73/Steatoda_bipunctata
Steatoda_borealis,island_continent,no,no,USA,889,252,11087822.2,9462727.54,32.264955,41.07063035,island_continent,usa,1,-102.2937457,49.8213391,29,78,9,21,7,5.9,"Levi, H. W. (1957b). The spider genera Crustulina and Steatoda in North America, Central America, and the West Indies (Araneae, Theridiidae). Bulletin of the Museum of Comparative Zoology 117: 367-424"
Steatoda_castanea,island_continent,no,no,"Europe, Caucasus, Iran, Central Asia, China",595,336,7009046.644,41750995.08,20.735181,56.85398309,island_continent,"europe,caucasus,iran,central asia,china",1,44.7432813,54.83652233,11,22,4,8,7,6.3,https://araneae.nmbe.ch/data/315/Steatoda_castanea
Steatoda_cingulata,island_continent,no,no,"China, Vietnam, Laos, Japan, Indonesia",142,6,622182.906,12196470.66,37.149939,45.45150832,island_continent,"china,vietnam,laos,japan,indonesia",1,118.4351931,25.83917451,4,21,3,13,7.4,,"Yoshida, H. (2003a). The spider family Theridiidae (Arachnida: Araneae) from Japan. Arachnological Society of Japan, 224 pp."
Steatoda_triangulosa,island_continent,no,no,"Europe, Russia, Kazakhstan, Iran, Central Asia., Libya",6461,1966,6780934.729,32099466.91,30.490187,56.85398309,island_continent,"europe,russia,kazakhstan,iran,central asia.,libya",1,17.73355963,45.82717025,33,58,11,9,8.6,5,https://araneae.nmbe.ch/data/1260/Steatoda_triangulosa
Stemmops_cf,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Stemmops_nipponicus,island_continent,no,no,"Russia, Japan",349,NA,NA,,NA,,NA,NA,1,NA,NA,,,,,,,
Styposis_selis,continent,no,no,Brazil,63,1,0,8470788.47,0,0,continent,brazil,0,-54.450146,-25.666113,1,1,1,1,1.3,1.2,"Levi, H. W. (1964e). The American spiders of the genera Styposis and Pholcomma (Araneae, Theridiidae). Psyche, Cambridge 71(1): 32-3"
Synotaxus_225,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Takayus_latifolius,island_continent,no,no,"Russia, Japan",23,NA,NA,,NA,,NA,NA,1,NA,NA,,,,,,,
Takayus_quadrimaculatus,continent,no,no,China,25,NA,NA,,NA,,NA,NA,0,NA,NA,,,,,,,
Takayus_takayensis,continent,no,no,China,107,NA,NA,,NA,,NA,NA,0,NA,NA,,,,,,,
Telaprocera_joanae,continent,no,no,Australia,67,6,307.283604,7691990.893,0.897036,39.01717104,continent,australia,0,153.0264305,-27.9208111,1,1,2,2,4.6,3.9,"Harmer, A. M. T. & Framenau, V. W. (2008). Telaprocera (Araneae: Araneidae), a new genus of Australian orb-web spiders with highly elongated webs. Zootaxa 1956: 59-80"
Telaprocera_maudae,continent,no,no,Australia,165,39,222991.1744,7691990.893,14.54016,39.01717104,continent,australia,0,150.1483399,-25.26505622,2,4,3,9,7,5.6,"Harmer, A. M. T. & Framenau, V. W. (2008). Telaprocera (Araneae: Araneidae), a new genus of Australian orb-web spiders with highly elongated webs. Zootaxa 1956: 59-80"
Testudinaria_109,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Tetragnatha_versicolor,NA,NA,NA,NA,1608,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
